match_id,ano,is_home,player,player_id,shot_type,situation,body_part,xg,xgot,x,y,minuto,added_time
12116982,2024,False,Everton,386198.0,block,assisted,right-foot,0.081928052008152,0.0,15.0,40.9,19,0.0
12116982,2024,True,Guilherme Romão,883908.0,miss,corner,head,0.18268659710884,0.0,6.8,45.8,10,0.0
12116982,2024,True,Guilherme Romão,883908.0,block,set-piece,left-foot,0.024168899282813,0.0,11.3,28.0,9,0.0
12116982,2024,False,Everton,386198.0,miss,assisted,right-foot,0.018805949017406,0.0,21.8,27.8,8,0.0
12116982,2024,True,Shaylon,874723.0,save,assisted,head,0.046520818024874,0.0423,11.0,45.8,5,0.0
12116982,2024,True,Alix Vinicius,1117597.0,miss,corner,head,0.054262038320303,0.0,9.0,53.8,2,0.0
12116983,2024,True,Marcelo Hermes,783490.0,block,regular,left-foot,0.031947478652,0.0,22.3,40.4,90,5.0
12116983,2024,True,Matheusinho,822523.0,miss,assisted,left-foot,0.022074630483985,0.0,23.6,65.7,90,3.0
12116983,2024,False,Marcelinho,1046439.0,miss,assisted,left-foot,0.043597765266895,0.0,23.9,61.4,86,0.0
12116983,2024,True,Fellipe Mateus,865321.0,save,assisted,right-foot,0.089927159249783,0.1659,12.1,62.7,85,0.0
